-188.58,5.4071,-128.14,126.25,-138.84,20.008,62.212,17.293,-36.014,-33.484
-124.36,60.382,-112.82,162.37,-114.33,92.332,81.612,69.48,-40.822,-6.1835
-106.63,-40.219,-109.58,148.98,-163.78,126.85,34.746,-19.49,-39.091,66.406
-94.846,-28.536,-93.697,200.31,-109.96,106.72,73.489,-58.855,96.796,-3.0443
-150.92,10.052,-34.408,200.57,-77.084,111.84,59.245,0.35012,83.077,2.2181
-96.193,1.1681,-125.17,139.21,-203.99,59.635,58.602,-39.983,-29.697,-4.0087
-125.92,-32.672,-67.875,211.43,-103.62,73.233,59.3,61.315,-3.2559,-71.73
-127.68,-31.277,-67.973,196.93,-116.68,68.341,74.02,44.183,29.879,-30.399
-114.1,31.92,-114.19,160.53,-150.96,98.842,34.069,-20.673,-15.301,-71.231
-147.17,-93.561,-63.143,141.55,-188.59,111.75,-3.5365,13.325,-15.919,11.891
-121.22,26.203,-101.4,147.78,-136.73,107.42,72.141,31.617,67.319,-4.517
-130.05,2.1802,-115.84,177.22,-95.876,75.926,63.499,-45.311,45.494,-29.07
-108.02,98.586,-111.9,144.48,-145.48,92.263,80.132,-7.7674,25.702,-7.8777
-94.76,53.798,-65.886,183.42,-133.4,118.27,70.738,-0.50891,39.405,8.552
-131.5,-93.553,-188.4,117.28,-137.75,31.747,96.691,9.9239,32.912,58.093
-91.75,-2.5674,-113.51,167.11,-151.64,81.726,79.493,30.122,-6.4666,5.4776
-152.89,-6.7665,-99.61,172.82,-97.043,83.069,61.432,-78.903,51.182,31.81
-176.96,1.4554,-122.89,116.61,-141.69,42.047,73.041,18.116,54.899,-10.423
-174.28,62.105,-100.16,164.61,-81.464,72.691,68.957,35.953,38.467,-69.069
-128.86,-92.176,-54.938,193.5,-137.9,95.699,34.257,14.837,53.622,-31.532
-199.27,45.027,-87.771,109.18,-125.68,60.372,60.735,66.803,32.423,3.6396
-186.12,-9.3566,-59.251,182.37,-59.342,109.93,32.657,-36.332,22.213,43.86
-163.57,32.724,-71.188,154.02,-83.784,164.87,5.4398,17.178,16.991,3.5072
-216.09,-40.677,-118.76,114.33,-87.558,71.257,44.202,26.925,38.572,38.245
-96.819,-49.295,-92.655,185.32,-115.45,122.44,57.474,82.508,-25.983,31.117
-137.62,24.936,-67.401,158.87,-146.95,112.08,41.523,-1.763,4.9791,19.286
-82.836,39.96,-104.63,142.39,-190.65,112.49,59.868,9.0426,40.212,-18.281
-145.87,-1.2186,-91.32,173.38,-133.47,101.25,17.281,-5.6484,-73.905,-28.472
-143.82,-7.7909,-47.478,197.43,-113.71,59.017,65.04,1.6152,-39.271,42.524
-112.03,-42.999,-91.887,152.55,-168.84,52.856,67.368,45.498,37.201,-18.694
-127.83,-40.342,-101.22,175,-108.31,64.693,72.599,1.447,46.263,7.9216
-119.06,-18.527,-126.71,151.41,-85.696,158.38,22.663,62.661,21.144,-16.614
-175.19,2.1369,-57.779,145.38,-167.37,-22.647,114.21,24.578,65.163,22.617
-220.89,45.306,-81.507,137.61,-104.31,61.744,38.417,0.46339,-8.7223,-10.677
-206.12,51.697,-95.466,173.17,-80.312,3.7413,99.032,-27.19,2.3741,1.6738
-149.88,-27.992,-37.405,198.6,-134.37,66.757,52.989,7.8626,13.459,-12.833
-168.61,92.362,-117.41,123.44,-120.52,72.558,45.425,-36.193,1.1491,-17.933
-122.37,-61.359,-150.44,176.26,-93.609,41.239,78.916,30.791,-50.949,12.515
-168.43,25.928,-124.46,141.32,-89.349,64.271,61.783,13.181,35.52,-22.768
-91.681,-30.351,-127.45,175.57,-135.71,34.077,107.94,-2.6024,35.376,19.248
-132.79,10.928,-122.66,142.87,-121.94,109.97,23.229,54.564,-10.445,-66.269
-138.09,33.746,-103.93,161.61,-141.23,54.564,70.921,-5.8948,1.7188,-22.421
-194.55,31.331,-126.02,108.64,-113.21,70.788,55.266,32.339,92.896,-44.861
-171.41,28.462,-166.57,102.43,-93.958,99.93,16.278,-8.4865,27.633,-49.874
-138.02,33.714,-133.49,127.1,-96.379,89.193,77.445,58.829,76.173,-0.17235
-164.9,-64.996,-91.874,130.2,-131,56.677,57.658,66.884,71.373,12.553
-103.43,-7.7782,-138.34,145.12,-118.09,93.442,75.713,29.002,45.581,25.393
-154.56,-47.414,-59.043,150.17,-217.32,10.733,43.479,-49.779,46.552,-45.83
-141.67,8.9605,-114.27,143.63,-141.8,73.882,67.07,-22.252,33.731,28.322
-174.45,-57.81,-116.27,137.3,-131,63.74,47.291,-19.238,36.421,29.061
-122.26,41.554,-104.81,160.81,-114.52,53.267,87.877,-2.7252,54.265,-2.1365
-130.14,37.553,-104.21,113.03,-160.16,91.484,53.063,14.964,30.994,39.858
-91.115,-46.753,-93.788,207.98,-112.22,45.937,95.16,33.813,-23.763,34.127
-135.75,-34.652,-87.682,180.24,-84.701,128.82,7.0459,-4.6252,16.956,-27.125
-66.682,-10.185,-173.79,157.68,-150.23,50.939,80.914,-4.3369,2.1792,-43.398
-129.5,9.6061,-38.676,174.65,-183.97,50.294,63.543,5.7183,78.076,-53.654
-69.889,41.32,-59.127,226.71,-152.73,83.907,75.944,-132.87,69.231,-12.258
-200.78,-4.7016,-82.643,122.96,-131.8,48.962,9.3216,56.169,-24.715,-58.285
-140.88,-29.493,-89.006,181.23,-64.926,105.66,45.305,-50.054,64.358,49.053
-102.33,-35.163,-76.782,200.68,-88.196,100.81,77.201,9.2202,-16.036,117.48
-141.84,46.644,-63.842,143.05,-159.47,77.797,36.554,-50.276,55.504,-8.0371
-177.37,55.748,-142.74,130.47,-85.997,65.559,86.055,30.603,37.865,16.908
-189.73,53.218,-142.88,110.17,-125.82,31.092,84.6,42.165,24.788,-9.0727
-118.58,52.921,-36.062,160.82,-162.79,61.544,72.389,26.204,54.683,9.8479
-147.11,-44.506,-168.49,132.61,-76.817,68.032,57.112,32.5,6.3419,24.06
-116.15,17.815,-116.93,159.64,-144.19,28.6,77.973,-27.276,-29.644,22.055
-69.331,16.776,-136.14,148.32,-120.74,131.29,66.509,12.331,51.129,47.421
-144.32,-13.351,-112.5,178.61,-67.201,67.499,52.808,18.548,62.378,-67.365
-120.21,-40.486,-147.11,113.52,-177.48,87.276,42.024,12.077,42.802,0.70785
-135.16,54.033,-126.41,184.03,-65.656,96.008,69.616,52.527,14.367,-58.3
-111.81,7.1638,-133.95,144.3,-146.79,127.09,16.791,3.5634,25.858,-65.42
-166.71,-46.436,-62.717,166.29,-99.85,80.907,15.296,-7.2068,7.9423,18.816
-160.83,4.2551,-25.077,197.53,-73.483,104.16,10.46,31.813,58.802,-76.714
-146.82,-34.165,-93.352,128.97,-125.69,69.26,63.274,30.643,85.222,56.833
-82.015,-7.319,-143.58,154.32,-130.63,48.117,105.23,35.792,32.339,35.467
-111.99,-5.0092,-102.9,202.63,-55.868,92.274,72.933,42.104,-14.478,31.573
-126.06,-9.4065,-106.05,183.58,-63.946,116.64,94.669,44.346,39.494,110.65
-184.53,-30.715,-113.34,138.39,-103.85,74.795,46.005,80.332,25.069,-12.031
-193.74,34.707,-112.45,108.65,-129.33,91.864,40.261,3.6822,22.26,48.46
-54.463,-23.035,-45.615,197.04,-169.68,91.688,54.774,-26.393,37.543,35.439
-180.4,-67.288,-111.37,121.32,-116.22,78.568,-15.433,59.233,-6.152,-62.39
-154.57,11.665,-107.13,118.4,-129.31,125.44,-17.887,-42.013,-14.715,13.338
-161.87,-5.4572,-142,123.52,-88.545,91.074,18.478,29.851,17.445,-33.042
-108.02,2.4123,-103.59,167.77,-110.91,90.898,44.454,53.055,17.902,-41.405
-169.46,-24.673,-42.292,166.58,-157.31,67.655,32.117,27.045,-11.424,13.827
-132.23,58.878,-86.154,161.81,-146.2,132.33,13.534,-44.642,-64.776,33.36
-190.98,23.816,-156.85,134.8,-90.283,59.05,48.769,-8.9904,-18.903,-9.4096
-86.947,11.908,-122.29,113.83,-213.77,3.9992,106.15,24.169,21.566,57.013
